,associated,name,code,level,desc,imgs,page,includes,img_1,img_2
522,Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 46 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,Electrical Service and Distribution Supplementary Components,D5020.90 / 21-04 50 20 90 / Ss 70 30 45 45,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,149,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, utility poles, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in electrical service and distribution systems elements above as appropriate. ",,
523,Associated Masterformat Sections: 01 86 26 ,General Purpose Electrical Power,D5030 / 21-04 50 30 / Ss 70 30 45 45,100,See D50,,149,Includes: General Purpose Electrical Power Supplementary Components as appropriate. ,,
524,Associated Masterformat Sections: 01 86 26 ,General Purpose Electrical Power,D5030 / 21-04 50 30 / Ss 70 30 45 45,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment;",,150,Includes: General Purpose Electrical Power Supplementary Components as appropriate. ,,
525,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 ,Branch Wiring System,D5030.10 / 21-04 50 30 10 / Ss 70 30 45 45,100,See D50,,150,"Includes: Raceways, ducts, cable trays, and wiring to deliver power from branch panelboards to the point of use. ",,
526,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 ,Branch Wiring System,D5030.10 / 21-04 50 30 10 / Ss 70 30 45 45,200,See D5030,,150,"Includes: Raceways, ducts, cable trays, and wiring to deliver power from branch panelboards to the point of use. ",,
527,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 ,Branch Wiring System,D5030.10 / 21-04 50 30 10 / Ss 70 30 45 45,300,"Inclusions:
• Design-specified size, shape, spacing, and location
of raceways, boxes, and enclosures;
• Approximate allowances for clearances required for
all specified hangers, supports and seismic control;
• Access/code clearance requirements modeled.",,150,"Includes: Raceways, ducts, cable trays, and wiring to deliver power from branch panelboards to the point of use. ",,
528,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 ,Branch Wiring System,D5030.10 / 21-04 50 30 10 / Ss 70 30 45 45,350,"Inclusions:
• Actual size, shape, spacing, and location of
raceways, boxes, enclosures;
• Actual size, shape, spacing, and location for
supports and seismic control;
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements
modeled.",1308,150,"Includes: Raceways, ducts, cable trays, and wiring to deliver power from branch panelboards to the point of use. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1308.png,
529,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 ,Branch Wiring System,D5030.10 / 21-04 50 30 10 / Ss 70 30 45 45,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",1314,151,"Includes: Raceways, ducts, cable trays, and wiring to deliver power from branch panelboards to the point of use. ",https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1314.png,
530,Associated Masterformat Sections: 26 27 26 ,Wiring Devices,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,100,See D50,,151,Includes: Electrical devices at point of use including electrical outlets and switches. ,,
531,Associated Masterformat Sections: 26 27 26 ,Wiring Devices,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,200,See D5030,,151,Includes: Electrical devices at point of use including electrical outlets and switches. ,,
532,Associated Masterformat Sections: 26 27 26 ,Wiring Devices,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,300,"Inclusions:
• Design-specified size, shape, and location of outlet
boxes and devices
• Access/code clearance requirements modeled.",,151,Includes: Electrical devices at point of use including electrical outlets and switches. ,,
533,Associated Masterformat Sections: 26 27 26 ,Wiring Devices,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,350,"Inclusions:
• Actual size, shape, spacing, and location of outlet
boxes and devices.
• Actual access/code clearance requirements
modeled.",,151,Includes: Electrical devices at point of use including electrical outlets and switches. ,,
534,Associated Masterformat Sections: 26 27 26 ,Wiring Devices,D5030.50 / 21-04 50 30 50 / Ss 70 30 45 45,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,151,Includes: Electrical devices at point of use including electrical outlets and switches. ,,
535,Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,General Purpose Electrical Power Supplementary Components,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,100,See D50,,151,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",,
536,Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,General Purpose Electrical Power Supplementary Components,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,200,See D5030,,151,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",,
537,Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,General Purpose Electrical Power Supplementary Components,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,300,"Inclusions:
• Design-specified size, shape, and location of
Supplementary Components
• Access/code clearance requirements modeled.",,152,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",,
538,Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,General Purpose Electrical Power Supplementary Components,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,350,"Inclusions:
• Actual size, shape, spacing, and location of outlet
boxes and devices.
• Actual access/code clearance requirements
modeled.",,152,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",,
539,Associated Masterformat Sections: 05 45 16 / 26 05 00 / 26 05 26 / 26 05 29 / 26 05 33 / 26 05 36 / 26 05 48 / 26 05 53 / 26 05 83 / 26 09 00 ,General Purpose Electrical Power Supplementary Components,D5030.90 / 21-04 50 30 90 / Ss 70 30 45 45,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,152,"Includes: Grounding and bonding, hanger and supports, raceways and boxes, cable trays, vibration and seismic controls, identification, wiring connectors, and instrumentation and control to be included in general purpose electrical power elements above as appropriate. ",,
540,Associated Masterformat Sections: 26 50 00 / 01 86 26 ,Lighting,D5040 / 21-04 50 40 / Ss 70 80,100,See D50,,152,Includes: Lighting Supplementary Components as appropriate. ,,
541,Associated Masterformat Sections: 26 50 00 / 01 86 26 ,Lighting,D5040 / 21-04 50 40 / Ss 70 80,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment;",,152,Includes: Lighting Supplementary Components as appropriate. ,,
542,Associated Masterformat Sections: 26 09 23 / 26 09 26 / 26 09 33 / 26 09 36 / 26 09 43 / 26 09 61 ,Lighting Control,D5040.10 / 21-04 50 40 10 / Pr 70 70 47,100,See D50,,152,"Includes: Clock and calendar, photoelectric switches, occupancy sensors, and light-leveling control devices. ",,
543,Associated Masterformat Sections: 26 09 23 / 26 09 26 / 26 09 33 / 26 09 36 / 26 09 43 / 26 09 61 ,Lighting Control,D5040.10 / 21-04 50 40 10 / Pr 70 70 47,200,See D5040,,152,"Includes: Clock and calendar, photoelectric switches, occupancy sensors, and light-leveling control devices. ",,
544,Associated Masterformat Sections: 26 09 23 / 26 09 26 / 26 09 33 / 26 09 36 / 26 09 43 / 26 09 61 ,Lighting Control,D5040.10 / 21-04 50 40 10 / Pr 70 70 47,300,"Inclusions:
• Design-specified size, shape, and location of
enclosures, equipment, and devices;
• Access/code clearance requirements modeled.",,152,"Includes: Clock and calendar, photoelectric switches, occupancy sensors, and light-leveling control devices. ",,
545,Associated Masterformat Sections: 26 09 23 / 26 09 26 / 26 09 33 / 26 09 36 / 26 09 43 / 26 09 61 ,Lighting Control,D5040.10 / 21-04 50 40 10 / Pr 70 70 47,350,"Inclusions:
• Actual size, shape, spacing, and location of
enclosures, equipment, and control devices;
• Actual size, shape, and location/connections of
equipment and control devices.
• Actual access/code clearance requirements
modeled.",,152,"Includes: Clock and calendar, photoelectric switches, occupancy sensors, and light-leveling control devices. ",,
546,Associated Masterformat Sections: 26 09 23 / 26 09 26 / 26 09 33 / 26 09 36 / 26 09 43 / 26 09 61 ,Lighting Control,D5040.10 / 21-04 50 40 10 / Pr 70 70 47,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,152,"Includes: Clock and calendar, photoelectric switches, occupancy sensors, and light-leveling control devices. ",,
547,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 / 26 27 26 ,Branch Wiring for Lighting,D5040.20 / 21-04 50 40 20 / Ss 70 80 33 35,100,See D50,,153,"Includes: Raceways, ducts, cable trays, and wiring beyond branch circuit panelboards to lighting fixtures. ",,
548,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 / 26 27 26 ,Branch Wiring for Lighting,D5040.20 / 21-04 50 40 20 / Ss 70 80 33 35,200,See D5040,,153,"Includes: Raceways, ducts, cable trays, and wiring beyond branch circuit panelboards to lighting fixtures. ",,
549,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 / 26 27 26 ,Branch Wiring for Lighting,D5040.20 / 21-04 50 40 20 / Ss 70 80 33 35,300,"Inclusions:
• Design-specified size, shape, and location of
raceways, boxes, and enclosures to fixture locations;
• Approximate allowances for clearances required for
all specified hangers, supports, and seismic control.
• Access/code clearance requirements modeled.",,153,"Includes: Raceways, ducts, cable trays, and wiring beyond branch circuit panelboards to lighting fixtures. ",,
550,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 / 26 27 26 ,Branch Wiring for Lighting,D5040.20 / 21-04 50 40 20 / Ss 70 80 33 35,350,"Inclusions:
• Actual size, shape, spacing, and location of
raceways, boxes, and enclosures to fixture locations;
• Actual size, shape, spacing, and location for
supports and seismic control;
• Actual floor and wall penetration elements.
• Actual access/code clearance requirements
modeled.",,153,"Includes: Raceways, ducts, cable trays, and wiring beyond branch circuit panelboards to lighting fixtures. ",,
551,Associated Masterformat Sections: 26 05 33 / 26 05 43 / 26 05 36 / 26 05 19 / 26 27 26 ,Branch Wiring for Lighting,D5040.20 / 21-04 50 40 20 / Ss 70 80 33 35,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,153,"Includes: Raceways, ducts, cable trays, and wiring beyond branch circuit panelboards to lighting fixtures. ",,
552,Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,Lighting Fixtures,D5040.50 / 21-04 50 40 50 / Ss 70 80,100,See D50,,153,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",,
553,Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,Lighting Fixtures,D5040.50 / 21-04 50 40 50 / Ss 70 80,200,See D5040,,153,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",,
554,Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,Lighting Fixtures,D5040.50 / 21-04 50 40 50 / Ss 70 80,300,"Inclusions:
• Design-specified size, shape, and location of lighting
fixtures;
• Approximate allowances for spacing and clearances
required for all specified hangers, supports and
seismic control;
• Access/code clearance requirements modeled.",,153,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",,
555,Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,Lighting Fixtures,D5040.50 / 21-04 50 40 50 / Ss 70 80,350,"Inclusions:
• Actual size, shape, spacing, and location of lighting
fixtures.
• Actual size, shape, spacing, and location for
supports and seismic control.
• Actual access/code clearance requirements
modeled.",,153,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",,
556,Associated Masterformat Sections: 26 50 00 / 26 51 00 / 26 52 00 / 26 53 00 / 26 54 00 / 26 55 00 / 26 55 23 / 26 55 29 / 26 55 33 / 26 55 36 / 26 55 39 / 26 55 53 / 26 55 59 / 26 55 61 / 26 55 63 / 26 55 70 ,Lighting Fixtures,D5040.50 / 21-04 50 40 50 / Ss 70 80,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,154,"Includes: Luminaires, lighting equipment, ballasts, and accessories. Includes fluorescent, high intensity discharge, incandescent, mercury vapor, neon, and sodium vapor lighting. ",,
557,,Miscellaneous Electrical Systems,D5080 / 21-04 50 80 / Ss 70,100,See D50,,154,Includes: Miscellaneous Electrical Systems Supplementary Components as appropriate. ,,
558,,Miscellaneous Electrical Systems,D5080 / 21-04 50 80 / Ss 70,200,"Inclusions:
• Schematic layout with approximate size, shape, and
location of equipment;",,154,Includes: Miscellaneous Electrical Systems Supplementary Components as appropriate. ,,
559,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,Lightning Protection,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,100,See D50,,154,Includes: Wiring and equipment for lightning protection. ,,
560,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,Lightning Protection,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,200,See D5080,,154,Includes: Wiring and equipment for lightning protection. ,,
561,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,Lightning Protection,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,300,"Inclusions:
• Design-specified size, shape, and location of
raceways, boxes, enclosures including the electrical
equipment and end-devices served;
• Approximate allowances for clearances required for
all specified hangers, supports and seismic control;
• Access/code clearance requirements modeled.",,154,Includes: Wiring and equipment for lightning protection. ,,
562,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,Lightning Protection,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,350,"Inclusions:
• Actual size, shape, spacing, and location of
raceways, boxes, enclosures including the electrical
equipment, fixtures, and end-devices served
• Actual size, shape, spacing, and location for
supports and seismic control;
• Actual size, shape, and location/connections of
equipment and support structure/pads;
• Actual floor and wall penetration elements .
• Actual access/code clearance requirements
modeled.",,154,Includes: Wiring and equipment for lightning protection. ,,
563,Associated Masterformat Sections: 26 41 00 / 01 86 26 / 26 41 13 / 26 41 16 / 26 41 19 / 26 41 23 ,Lightning Protection,D5080.10 / 21-04 50 80 10 / Ss 75 50 45 45,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,154,Includes: Wiring and equipment for lightning protection. ,,
564,Associated Masterformat Sections: 26 43 00 ,Transient Voltage Suppression,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,100,See D50,,155,Includes: Devices to protect against voltage surges on electrical distribution systems. ,,
565,Associated Masterformat Sections: 26 43 00 ,Transient Voltage Suppression,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,200,See D5080,,155,Includes: Devices to protect against voltage surges on electrical distribution systems. ,,
566,Associated Masterformat Sections: 26 43 00 ,Transient Voltage Suppression,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,300,"Inclusions:
• Design-specified size, shape, and location of
equipment;
• Approximate allowances for clearances required for
all specified hangers, supports and seismic control;
• Access/code clearance requirements modeled.",,155,Includes: Devices to protect against voltage surges on electrical distribution systems. ,,
567,Associated Masterformat Sections: 26 43 00 ,Transient Voltage Suppression,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,350,"Inclusions:
• Actual size, shape, spacing, and location of the
equipment;
• Actual size, shape, spacing, and location for
supports and seismic control.
• Actual access/code clearance requirements
modeled.",,155,Includes: Devices to protect against voltage surges on electrical distribution systems. ,,
568,Associated Masterformat Sections: 26 43 00 ,Transient Voltage Suppression,D5080.70 / 21-04 50 80 70 / Pr 65 72 27 88,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,155,Includes: Devices to protect against voltage surges on electrical distribution systems. ,,
569,Associated Masterformat Sections: 27 21 00 / 27 21 13 / 27 21 16 / 27 21 29 / 27 21 33 ,Data Communications Network Equipment,D6010.10 / 21-04 60 10 10 / Ss 75 10 21 21,100,See D50,,156,Includes: Switching and routing equipment for data communications. ,,
570,Associated Masterformat Sections: 27 21 00 / 27 21 13 / 27 21 16 / 27 21 29 / 27 21 33 ,Data Communications Network Equipment,D6010.10 / 21-04 60 10 10 / Ss 75 10 21 21,200,See D5010,,156,Includes: Switching and routing equipment for data communications. ,,
571,Associated Masterformat Sections: 27 21 00 / 27 21 13 / 27 21 16 / 27 21 29 / 27 21 33 ,Data Communications Network Equipment,D6010.10 / 21-04 60 10 10 / Ss 75 10 21 21,300,"Inclusions:
• design-specified size, shape, spacing, and location
of equipment and associated components;
• approximate allowances for clearances required for
all specified supports and seismic control;
• access/code clearance requirements modeled.",,156,Includes: Switching and routing equipment for data communications. ,,
572,Associated Masterformat Sections: 27 21 00 / 27 21 13 / 27 21 16 / 27 21 29 / 27 21 33 ,Data Communications Network Equipment,D6010.10 / 21-04 60 10 10 / Ss 75 10 21 21,350,"Inclusions:
• actual size, shape, spacing, and location of
equipment and associated components;
• actual size, shape, spacing, and location for
supports and seismic control;
• actual size, shape, and location/connections of
equipment and support structure/pads.
• actual access/code clearance requirements
modeled.",,156,Includes: Switching and routing equipment for data communications. ,,
573,Associated Masterformat Sections: 27 21 00 / 27 21 13 / 27 21 16 / 27 21 29 / 27 21 33 ,Data Communications Network Equipment,D6010.10 / 21-04 60 10 10 / Ss 75 10 21 21,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,156,Includes: Switching and routing equipment for data communications. ,,
574,Associated Masterformat Sections: 27 22 00 / 07 22 13 / 07 22 16 / 07 22 19 / 07 22 23 / 07 22 26 / 07 22 29 ,Data Communications Hardware,D6010.20 / 21-04 60 10 20 / Pr 70 75 52,100,See D50,,156,Includes: Computer equipment for data communications. ,,
575,Associated Masterformat Sections: 27 22 00 / 07 22 13 / 07 22 16 / 07 22 19 / 07 22 23 / 07 22 26 / 07 22 29 ,Data Communications Hardware,D6010.20 / 21-04 60 10 20 / Pr 70 75 52,200,See D5010,,156,Includes: Computer equipment for data communications. ,,
576,Associated Masterformat Sections: 27 22 00 / 07 22 13 / 07 22 16 / 07 22 19 / 07 22 23 / 07 22 26 / 07 22 29 ,Data Communications Hardware,D6010.20 / 21-04 60 10 20 / Pr 70 75 52,300,"Inclusions:
• design-specified size, shape, and location of
equipment and associated components.
• approximate allowances for clearances required for
all specified supports and seismic control.
• access/code clearance requirements modeled.",,156,Includes: Computer equipment for data communications. ,,
577,Associated Masterformat Sections: 27 22 00 / 07 22 13 / 07 22 16 / 07 22 19 / 07 22 23 / 07 22 26 / 07 22 29 ,Data Communications Hardware,D6010.20 / 21-04 60 10 20 / Pr 70 75 52,350,"Inclusions:
• actual size, shape, spacing, and location of
equipment and associated components;
• actual size, shape, spacing, and location for
supports and seismic control;
• actual size, shape, and location/connections of
equipment and support structure/pads.
• actual access/code clearance requirements
modeled.",,157,Includes: Computer equipment for data communications. ,,
578,Associated Masterformat Sections: 27 22 00 / 07 22 13 / 07 22 16 / 07 22 19 / 07 22 23 / 07 22 26 / 07 22 29 ,Data Communications Hardware,D6010.20 / 21-04 60 10 20 / Pr 70 75 52,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,157,Includes: Computer equipment for data communications. ,,
579,Associated Masterformat Sections: 27 24 00 / 27 24 13 / 27 24 26 / 27 24 19 / 27 24 23 / 27 24 26 / 27 24 29 ,Data Communications Peripheral Data Equipment,D6010.30 / 21-04 60 10 30 / Pr 70 75 15,100,See D50,,157,Includes: Additional equipment for data communications. ,,
580,Associated Masterformat Sections: 27 24 00 / 27 24 13 / 27 24 26 / 27 24 19 / 27 24 23 / 27 24 26 / 27 24 29 ,Data Communications Peripheral Data Equipment,D6010.30 / 21-04 60 10 30 / Pr 70 75 15,200,See D5010,,157,Includes: Additional equipment for data communications. ,,
581,Associated Masterformat Sections: 27 24 00 / 27 24 13 / 27 24 26 / 27 24 19 / 27 24 23 / 27 24 26 / 27 24 29 ,Data Communications Peripheral Data Equipment,D6010.30 / 21-04 60 10 30 / Pr 70 75 15,300,"Inclusions:
• design-specified size, shape, and location of
equipment and associated components;
• approximate allowances for clearances required for
all specified supports and seismic control;
• access/code clearance requirements modeled.",,157,Includes: Additional equipment for data communications. ,,
582,Associated Masterformat Sections: 27 24 00 / 27 24 13 / 27 24 26 / 27 24 19 / 27 24 23 / 27 24 26 / 27 24 29 ,Data Communications Peripheral Data Equipment,D6010.30 / 21-04 60 10 30 / Pr 70 75 15,350,"Inclusions:
• actual size, shape, spacing, and location of
equipment and associated components;
• actual size, shape, spacing, and location for
supports and seismic control;
• actual size, shape, and location/connections of
equipment and support structure/pads.
• actual access/code clearance requirements
modeled.",,157,Includes: Additional equipment for data communications. ,,
583,Associated Masterformat Sections: 27 24 00 / 27 24 13 / 27 24 26 / 27 24 19 / 27 24 23 / 27 24 26 / 27 24 29 ,Data Communications Peripheral Data Equipment,D6010.30 / 21-04 60 10 30 / Pr 70 75 15,400,"Inclusions:
• Supplementary components added to the model
required for fabrication and field installation.",,157,Includes: Additional equipment for data communications. ,,
584,Associated Masterformat Sections: 11 00 00 / 01 87 13 ,Equipment,E10 / 21-05 10 00 / --,100,"Inclusions
• Diagrammatic or schematic model elements:
• conceptual and/or schematic layout;",,160,,,
585,Associated Masterformat Sections: 11 10 00 ,Vehicle and Pedestrian Equipment,E1010 / 21-05 10 10 / --,100,See E10,,160,,,
586,Associated Masterformat Sections: 11 10 00 ,Vehicle and Pedestrian Equipment,E1010 / 21-05 10 10 / --,200,"Inclusions
• Schematic layout with approximate size, shape, and location of
equipment;",,160,,,
587,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,Vehicle Servicing Equipment,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,100,See E10,,160,Includes: Equipment associated with vehicle service facilities. ,,
588,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,Vehicle Servicing Equipment,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,200,See E1010,,160,Includes: Equipment associated with vehicle service facilities. ,,
589,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,Vehicle Servicing Equipment,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,300,"Inclusions:
• design-specified size, shape, spacing, and location of equipment
and associated components;
• Geometry of required clearances",,160,Includes: Equipment associated with vehicle service facilities. ,,
590,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,Vehicle Servicing Equipment,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,350,"Inclusions
• actual size, shape, spacing, and location of equipment and
associated components;
• actual size, shape, spacing, and location for supports and
seismic control;
• actual size, shape, and location of service connections and
support structure/pads.",,160,Includes: Equipment associated with vehicle service facilities. ,,
591,Associated Masterformat Sections: 11 11 00 / 11 11 19 / 11 11 23 / 11 11 26 ,Vehicle Servicing Equipment,E1010.10 / 21-05 10 10 10 / Ss 40 85 72 33,400,"Inclusions
• Supplementary components required for fabrication and field
installation.",,161,Includes: Equipment associated with vehicle service facilities. ,,
592,Associated Masterformat Sections: 12 00 00 / 01 87 16 ,Furnishings,E20 / 21-05 20 / Ss 40 45,100,"Inclusions
• A schematic model element or symbol",,167,,,
593,Associated Masterformat Sections: ,Fixed Furnishings,E2010 / 21-05 20 10 / Ss 40 45,100,See E20,,167,,,
594,Associated Masterformat Sections: ,Fixed Furnishings,E2010 / 21-05 20 10 / Ss 40 45,200,"Inclusions
• Generic model elements with approximate size.",,168,,,
595,Associated Masterformat Sections: ,Fixed Furnishings,E2010 / 21-05 20 10 / Ss 40 45,300,"Inclusions
• Model element with as-designed dimensions",,168,,,
596,Associated Masterformat Sections: 13 34 00 / 01 88 13 / 13 34 13 / 13 34 16 / 13 34 19 / 13 34 56 ,Special Structures: Metal Building Systems,F1020.40 / 21-06 10 20 40 / Ss 40 5,100,"Inclusions:
• Schematic layout",,171,Includes: Prefabricated buildings and structures assembled on temporary and permanent foundations. ,,
597,Associated Masterformat Sections: 13 34 00 / 01 88 13 / 13 34 13 / 13 34 16 / 13 34 19 / 13 34 56 ,Special Structures: Metal Building Systems,F1020.40 / 21-06 10 20 40 / Ss 40 5,200,"Inclusions:
• Element envelope",,171,Includes: Prefabricated buildings and structures assembled on temporary and permanent foundations. ,,
598,Associated Masterformat Sections: 13 34 00 / 01 88 13 / 13 34 13 / 13 34 16 / 13 34 19 / 13 34 56 ,Special Structures: Metal Building Systems,F1020.40 / 21-06 10 20 40 / Ss 40 5,300,"Inclusions:
• Element envelope",,171,Includes: Prefabricated buildings and structures assembled on temporary and permanent foundations. ,,
599,Associated Masterformat Sections: 31 20 00 / 01 89 13 ,Grading,G1070.10 / 21-07 10 70 10 / --,100,"Inclusions:
• Surface as a plane",,175,Includes: Earthmoving to reshape contours. ,,
600,Associated Masterformat Sections: 31 20 00 / 01 89 13 ,Grading,G1070.10 / 21-07 10 70 10 / --,200,"Inclusions:
• Surface interpolation between identified control elevations (e.g.,
building floor levels, existing hardscape)",,175,Includes: Earthmoving to reshape contours. ,,
601,Associated Masterformat Sections: 31 20 00 / 01 89 13 ,Grading,G1070.10 / 21-07 10 70 10 / --,300,"Inclusions:
• Complete surface definition",,175,Includes: Earthmoving to reshape contours. ,,
602,Associated Masterformat Sections: 01 89 16 ,Site Improvements,G20 / 21-07 20 / --,100,"Inclusions:
• Diagrammatic or schematic model elements.",,175,,,
603,,Roadway Pavement,G2010.10,100,See G20,,175,,,
604,,Roadway Pavement,G2010.10,200,"Inclusions:
• Plan extent of pavement
• Nominal thickness",1436,175,,https://jet-w.github.io/data/unisa/CapstoneProfessionalProject/bim_spec/1436.png,
